channel_id,channel_name,subscribers,views,total_videos,description,playlist_id,country,topicDetails,publishedAt
UCKeS0PfL1OBNhBnGE95qHIQ,RAJ NEWS KANNADA,6150,2458727,907,"RAJ NEWS KANNADA OFFICIAL is a Bengaluru based 24 X 7 Karnataka regional news channel. RAJ NEWS KANNADA OFFICIAL is part of Raj TV network which is well known across South India. RAJ NEWS KANNADA OFFICIAL strive hard to provide latest, credible, verified, authentic and unbiased news. RAJ NEWS KANNADA OFFICIAL delivers Breaking News, Live Updates, Entertainment News, Political News, Film news, Crime news, Sports News and Sandalwood news.

Watch RAJ NEWS KANNADA OFFICIAL live on YouTube which is the most unbiased, trusted and growing news network for Kannada news available worldwide. Please click on the Subscribe button and the bell icon to get live updates.

Subscribe to :  RAJ NEWS KANNADA https://www.youtube.com/channel/UCKeS0PfL1OBNhBnGE95qHIQ
",UUKeS0PfL1OBNhBnGE95qHIQ,IN,"{'topicIds': ['/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2025-09-10 20:10:35.972397+05:30
UCG8JUovr2r2hF3Os3Zj8W1g,AL BALAAGH,13700,1687163,735,"AL BALAAGH URDU YOUTUBE CHANNEL
Haq ka Paighaam - Insaaniyath Kay Naam

Al Balaagh is a platform to disseminate the message of truth for the humankind. ",UUG8JUovr2r2hF3Os3Zj8W1g,IN,"{'topicIds': ['/m/06bvp', '/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Religion', 'https://en.wikipedia.org/wiki/Society']}",2020-09-22 15:03:51.935473+05:30
UCJHrhOU9TPxBfyZ4regtDNQ,Republic Kannada,890000,735201714,178156,"Republic Kannada is 24x7 Kannada news channel in India and the 4th broadcast news operation of Republic Media Network. Set to disrupt the Kannada news genre with the Republic Media Network’s iconic news values. It will bring accountability-driven journalism. It will be investigation-focused in its approach to the news & will be citizen-oriented in terms of on-air content. Republic Kannada will reflect the impact-chasing DNA.

Republic Kannada will burst into the Kannada news market with its tagline ‘ನಿಮ್ಮ ಧ್ವನಿ’ (Nimma Dhwani’ or ‘Your Voice’), putting the people of Karnataka at the forefront in the channel’s pledge to fight for people’s causes. 

Follow Us On: 
YouTube: https://www.youtube.com/@KannadaRepublic
Facebook: https://www.facebook.com/RepublicKannada
Instagram: https://www.instagram.com/kannadarepublic
Twitter: https://twitter.com/KannadaRepublic
WhatsApp: https://whatsapp.com/channel/0029Va77ajM4tRrp4RgnRC32

",UUJHrhOU9TPxBfyZ4regtDNQ,IN,"{'topicIds': ['/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2023-09-08 12:44:23.353172+05:30
UCEvAj6bRzJZSJA8YNkKvRpw,"Citizen Matters, Bengaluru",1830,232388,134,"Welcome to Citizen Matters! Here we post some of our work, some other videos featuring our editorial team.",UUEvAj6bRzJZSJA8YNkKvRpw,IN,"{'topicIds': ['/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society']}",2010-06-28 18:08:04+05:30
UCar-NTVSqfURER-XwXn5wGA,Third Eye,1490000,679292168,3929,"ThirdEye the name itself say's it will explore another angle in news. The channel will give you the latest updates of news all around the world with Entertainment, Music, Film, Politics, Lifestyle & Food.

contact us : thirdeyekannada@gmail.com

Facebook link : https://fb.watch/v/4l-nSXwDI/

Instagram : https://www.instagram.com/subramanyashandige?igsh=c3gxNmRjc3k0eW8=",UUar-NTVSqfURER-XwXn5wGA,IN,"{'topicIds': ['/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society']}",2020-12-13 15:39:50.966743+05:30
UCtmhnMxZ4gvQJEQ_omWJskQ,Bangalore News Network,105000,6733715,2023,"Bangalore News Network,  Online News portal is specially designed that brings information together from diverse sources in a uniform way in the field of Politics, Industry and Commerce, Launches, Social Services, Health and Beauty, Fashion World etc. Each information source gets its dedicated area on the page for displaying information often, the user can configure which ones to display.

Bangalore News Network for the first time began its journey in 2016 in Bangalore, India's Silicon Valley. News started the first time in South India when news web  portals did not work. This web portal, which has consistently served in media for over 8 years, is now planning to publish news in several Indian languages and international languages.

Bangalore News Network is very close to news watchers by publishing a constant news hourly every day, wherein also touching the country and international viewers not only by publishing the news but also by the videos.",UUtmhnMxZ4gvQJEQ_omWJskQ,IN,"{'topicIds': ['/m/098wr', '/m/01k8wb'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Knowledge']}",2016-10-10 16:07:44+05:30
UCa-vioGhe2btBcZneaPonKA,News18 Kannada,5090000,4380010780,237310,"#kannadanewslive  #breakingnews #ಕನ್ನಡನ್ಯೂಸ್ #kannada #kannadalivenews #breakingnews #kannadalivetv #news #live 

Watch News18 Kannada for Live Updates, Breaking News, Political News, Crime, Entertainment News and Film news, Sandalwood, Sports News, etc.
News18 Kannada is the most preferred 24-hour Kannada news channel covering the latest news in politics, entertainment, Bollywood,  Sandalwood, business and sports. Stay tuned for all the breaking news in Kannada

Subscribe our channel for the latest news updates: 
http://bit.ly/2uph1g3

Latest Kannada News | Karnataka News | Kannada News | Karnataka News Live | Kannada News Live | Karnataka News Channel Live Streaming | Kannada News TV | Karnataka News Live | Kannada Breaking News
____________________________________________________________
Follow Us On:
Website:  https://bit.ly/2FtnrQF
Facebook:   / news18kannada  
Twitter:   / news18kannada  
Download our News18 Mobile App - https://onelink.to/desc-youtube
",UUa-vioGhe2btBcZneaPonKA,IN,"{'topicIds': ['/m/05qt0', '/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",2017-01-12 19:27:51+05:30
UCADaILw8_X1DA6POvxba32A,Daily Salar Urdu Digital,14900,2114923,3476,"ڈیلی سالار ڈیجیٹل ایک فکر انگیز، ترقی پسند صحافت کا پلیٹ فارم ہے۔ ہمارے قارئین کو 60 سال تک ہمارے معروف سالار ڈیلی اردو پیپر کے ذریعے باخبر رکھنے کے بعد، ہم نے ڈیلی سالار ڈیجیٹل انگلش کا آغاز کیا ہے۔ ہم متنوع آوازوں کو بڑھانے اور ان مسائل پر روشنی ڈالنے کے لیے وقف ہیں جو سب سے اہم ہیں۔ ہم تبدیلی کو مطلع کرنے، مشغول کرنے اور تحریک دینے کے لیے یہاں موجود ہیں۔

Daily Salar Digital is a thought-provoking, progressive journalism platform. After keeping our readers informed through our renowned Salar Daily Urdu paper for 60 years, we have launched Daily Salar Digital English. We are dedicated to amplifying diverse voices and shedding light on the issues that matter the most. We're here to inform, engage, and inspire change.
",UUADaILw8_X1DA6POvxba32A,IN,"{'topicIds': ['/m/05qt0', '/m/098wr', '/m/01k8wb'], 'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Knowledge']}",2024-03-08 20:36:07.705635+05:30
UCl-OodciBGZ0k8K8rBZGe4w,Public TV,6410000,4546222585,201512,"This is an official channel of Public TV Kannada news channel. The slogan is ""Yaara Aasthiyoo Alla, Idu Nimma TV"". Public TV launched on 12 February 2012. HR Ranganath and His Young team's dream Venture.. A news Channel For the people... Not Owned by any Politician, or Businessman. Its News channel of a true Journalist.",UUl-OodciBGZ0k8K8rBZGe4w,IN,"{'topicIds': ['/m/05qt0', '/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",2012-07-18 18:09:00+05:30
UC1BGH-glLymzMGbk7JjPWfQ,Kolar Digital news,516,69149,193,positive news,UU1BGH-glLymzMGbk7JjPWfQ,NA,"{'topicIds': ['/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society']}",2023-06-16 07:08:54.300240+05:30
UC2CWNFM308dFMIhtdNoP7cg,Praja Television,129,20972,517,,UU2CWNFM308dFMIhtdNoP7cg,IN,"{'topicIds': ['/m/0f2f9', '/m/098wr', '/m/02jjt'], 'topicCategories': ['https://en.wikipedia.org/wiki/Television_program', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Entertainment']}",2024-05-25 21:01:36.621922+05:30
UCfEdG9Hr00vAk-eUzFnwNgA,ChitradurgaNews (ಚಿತ್ರದುರ್ಗನ್ಯೂಸ್.ಕಾಂ),1030,110740,66,"Get the latest scoop on Chitradurga's events, politics, and more with our dedicated Kannada News channel. Stay informed with our in-depth coverage and exclusive stories. Don't miss out - subscribe now for daily updates!

Get More Topic On Chitradurga News Youtube Channel

Chitradurga News, Kannada News, Local Updates, Breaking Stories, Daily News, City Events, Chitradurga Politics, News Recap, Exclusive Coverage, Latest Headlines, Chitradurga Insights, Top News Stories, Community Updates, Kannada Language News, Current Affairs, News Unveiled, Chitradurga Chronicles, News Flash, In-Depth Analysis, City Highlights, Public Affairs, Informative News, Chitradurga Buzz, Events Recap, Political Developments, Civic Issues, Chitradurga Society, News You Can Trust, Urban Updates, Social Impact, Trending Topics, Daily Digest, Chitradurga Pulse.

#ChitradurgaNews
#KannadaNews
#BreakingNews
#LocalNews
#CityUpdates
#NewsAlert
#TopStories
#ChitradurgaUpdates
#DailyNews
#StayInformed


",UUfEdG9Hr00vAk-eUzFnwNgA,NA,"{'topicIds': ['/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society']}",2023-09-30 12:19:03.189474+05:30
UCTVr9Jr1gcy4odg8vH4q7YA,RAJ NEWS KANNADA OFFICIAL TV,288000,149691778,33398,"RAJ NEWS KANNADA OFFICIAL is a Bengaluru based 24 X 7 Karnataka regional news channel. RAJ NEWS KANNADA OFFICIAL is part of Raj TV network which is well known across South India. RAJ NEWS KANNADA OFFICIAL strive hard to provide latest, credible, verified, authentic and unbiased news. RAJ NEWS KANNADA OFFICIAL delivers Breaking News, Live Updates, Entertainment News, Political News, Film news, Crime news, Sports News and Sandalwood news.

Watch RAJ NEWS KANNADA OFFICIAL live on YouTube which is the most unbiased, trusted and growing news network for Kannada news available worldwide. Please click on the Subscribe button and the bell icon to get live updates.

RAJ NEWS KANNADA OFFICIAL Website:  https://rajnewskannada.in/
Subscribe to RAJ NEWS KANNADA OFFICIAL : https://www.youtube.com/UCTVr9Jr1gcy4odg8vH4q7YA
",UUTVr9Jr1gcy4odg8vH4q7YA,IN,"{'topicIds': ['/m/05qt0', '/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Politics', 'https://en.wikipedia.org/wiki/Society']}",2021-02-26 10:16:56.883645+05:30
UC8dnBi4WUErqYQHZ4PfsLTg,Tv9 Kannada,12000000,14828747649,485787,"Tv9 Kannada is a 24 hours free to air News channel that bring the latest news and information to viewers. We understand that each event impacts world history and that the direction that society takes is influenced by the information that percolates down to people. It is this thought that has shaped our direction and content - direct, incisive and factual - reflecting the human angle and the focus being ""A Better Society"".
TV9 stands for a value system that includes truth, unbiased, impartiality and reliability TV9 is a pioneer in many respects. It is a channel promoted by professionals from the media and technology industries. TV9 seeks to integrate quality resources with the latest technologies to put together and deliver a thought-provoking experience - simple, crisp and bold, mirroring the world for its viewers.

",UU8dnBi4WUErqYQHZ4PfsLTg,IN,"{'topicIds': ['/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2010-03-18 16:26:47+05:30
UCLdCNAm6AykhlMxAp_7Xi7w,Pragathi TV Digital,191000,34127855,30858,"At Pragathi TV News, we are committed to delivering the most accurate, timely, and relevant news coverage to keep you informed and engaged. Based in Karnataka, our channel provides comprehensive news coverage, including local, national, and international headlines. Our content spans a wide range of topics, such as politics, sports, entertainment, business, technology, and community stories, ensuring that you stay up-to-date with everything that matters.
Why Subscribe to Pragathi TV News?
Reliable Reporting: We strive for accuracy and integrity in our journalism.
Diverse Content: From breaking news to in-depth analyses, we cover a variety of subjects.
Engaging Stories: Our content is crafted to inform, entertain, and inspire.
For inquiries or to advertise on our channel:
Call us: +91 9008801859
Email us: pragathitvads@gmail.com
Join our growing community by subscribing to our channel, and never miss out on the latest developments. Stay informed, stay engaged with Pragathi TV News!
",UULdCNAm6AykhlMxAp_7Xi7w,IN,"{'topicIds': ['/m/098wr'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society']}",2015-03-09 10:47:20+05:30
UCjElJyiXmQXnWmceQ1JyKrA,Asianet Suvarna News,5550000,3205058858,234299,"The Most Popular Kannada News Channel. The Number One Kannada TV News Channel of India.
ಏಷ್ಯಾನೆಟ್ ಸುವರ್ಣ ನ್ಯೂಸ್ - ಕರ್ನಾಟಕದ ಸುಪ್ರಸಿದ್ಧ ಸುದ್ಧಿ ವಾಹಿನಿ | ನಂಬರ್ ಒನ್ ಕನ್ನಡ ನ್ಯೂಸ್ ಚಾನೆಲ್
ನೇರ - ದಿಟ್ಟ - ನಿರಂತರ

Watch latest news updates from across the globe on Asianet Suvarna News. With our network spread across every district in Karnataka, Suvarna News is Karnataka's No. 1 Kannada News Channel. The leading regional news channels also has a significant presence across India. We bring you the latest, updated breaking news from every corner of Karnataka, including political news, entertainment news, sandalwood news, breaking news, celebrity news, sting operations and more.  The viewers can access the most popular Kannada news channel on their mobiles, tablets, smartphones and desktops.

Get Latest Local and National News in Kannada and English‬.

",UUjElJyiXmQXnWmceQ1JyKrA,IN,"{'topicIds': ['/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2009-08-01 02:05:36+05:30
UCG8jvVACFeLdmgK3rfakMnw,Karnataka TV,1380000,414376910,53104,"Karnataka TV is Karnataka's No. 1 digital media channel and website, delivering trustworthy news in Kannada from across Karnataka, India, and around the world. We bring you reliable updates, regional headlines, and global perspectives every day on a dynamic digital platform. Founded by K.M. Shivakumar (Shivu Besagarahalli), Karnataka TV is committed to keeping you informed with accuracy and integrity.

ಉಪ್ಪು ಹುಳಿ ಖಾರ ಸೇರಿಸಲ್ಲ.. ಇದ್ದದ್ದು ಇದ್ದಂಗೆ ಹೇಳೊದು ನಮ್ ಕೆಲಸ.. ಕನ್ನಡಿಗರ ಮೊಟ್ಟ ಮೊದಲ ಡಿಜಿಟಲ್ ಮೀಡಿಯಾ.. www.Karnatakatv.net

ಕರ್ನಾಟಕ ಟಿವಿಯಲ್ಲಿ ಜಾಹಿರಾತು ನೀಡಲು ಸಂಪರ್ಕಿಸಿ : 9113549531
",UUG8jvVACFeLdmgK3rfakMnw,IN,"{'topicIds': ['/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2017-09-12 12:44:35+05:30
UCgBXJxaQPujhQE6AIG3JObQ,Public News kannada,4650,373090,1388,ಸಾಮಾಜಿಕ ನ್ಯಾಯಕ್ಕಾಗಿ,UUgBXJxaQPujhQE6AIG3JObQ,IN,"{'topicIds': ['/m/01k8wb', '/m/098wr', '/m/05qt0'], 'topicCategories': ['https://en.wikipedia.org/wiki/Knowledge', 'https://en.wikipedia.org/wiki/Society', 'https://en.wikipedia.org/wiki/Politics']}",2020-10-19 17:51:39.090468+05:30
